Income,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,age_years,total_kids,total_amt_spent,total_num_purchases,tenure_in_days,education_level,living_status,has_kids,family_size
48799.0,9,174,18,81,28,6,24,3,3,2,7,3.0,0,0,0,0,0,0,0,59.0,1,331.0,15.0,3215,0,0,1,2
52157.0,48,189,2,29,3,2,40,2,3,2,5,4.0,0,0,0,0,0,0,0,72.0,1,265.0,12.0,2794,0,1,1,3
66565.0,80,747,10,161,65,40,42,4,4,2,9,8.0,0,0,0,0,0,0,0,60.0,1,1065.0,19.0,3579,0,0,1,2
29298.0,60,6,0,2,2,0,1,1,1,0,2,5.0,0,0,0,0,0,0,0,71.0,2,11.0,4.0,3156,0,1,1,4
47691.0,43,14,0,3,0,0,4,1,1,0,2,6.0,0,0,0,0,0,0,0,43.0,1,21.0,4.0,3219,0,0,1,2
38200.0,19,12,0,4,0,0,1,1,1,0,2,7.0,0,0,0,0,0,0,0,52.0,2,17.0,4.0,3518,0,1,1,4
44989.0,26,98,0,106,49,10,106,5,5,1,5,6.0,0,0,0,0,0,0,0,48.0,1,369.0,16.0,3368,0,1,1,3
38443.0,58,32,0,5,0,0,1,2,1,0,3,7.0,0,0,0,0,0,0,0,54.0,2,38.0,6.0,2954,0,1,1,4
38593.0,42,51,12,49,17,24,24,3,4,1,3,8.0,0,0,0,0,0,0,0,44.0,1,177.0,11.0,3090,1,0,1,2
64413.0,27,200,5,44,0,10,20,1,5,1,5,5.0,0,0,0,0,0,0,0,52.0,1,279.0,12.0,3338,0,1,1,3
36959.0,56,25,6,25,6,0,0,2,2,0,3,8.0,0,0,0,0,0,0,0,41.0,1,62.0,7.0,3305,0,1,1,3
61996.0,27,1050,12,144,0,0,24,3,6,4,8,5.0,0,1,0,1,1,0,1,45.0,1,1230.0,21.0,3315,0,1,1,3
51287.0,10,117,0,22,13,0,30,3,4,1,3,7.0,0,0,0,0,0,0,0,54.0,2,182.0,11.0,2977,0,1,1,4
13260.0,48,9,4,17,10,2,7,4,3,0,3,8.0,0,0,0,0,0,0,0,52.0,2,49.0,10.0,3111,0,1,1,4
47472.0,39,56,0,11,0,0,8,2,2,0,4,5.0,0,0,0,0,0,0,0,56.0,2,75.0,8.0,3087,0,1,1,4
54603.0,85,145,13,46,17,2,4,6,4,2,4,7.0,0,0,0,0,0,0,0,66.0,2,227.0,16.0,3096,0,1,1,4
45207.0,64,203,0,10,0,0,2,5,3,1,6,6.0,0,1,0,0,0,0,0,48.0,2,215.0,15.0,3427,0,1,1,4
40689.0,69,270,3,27,39,6,99,7,7,1,5,8.0,0,0,0,0,0,0,0,71.0,1,444.0,20.0,3269,0,1,1,3
47821.0,54,9,0,16,6,6,10,1,1,0,3,8.0,0,0,0,0,0,0,0,55.0,2,47.0,5.0,3053,1,1,1,4
27450.0,57,37,12,23,8,11,52,1,2,1,3,7.0,0,0,0,0,0,0,0,71.0,0,143.0,7.0,3241,0,1,0,2
39453.0,64,46,0,7,0,0,2,2,2,0,3,6.0,0,0,0,0,0,0,0,39.0,1,55.0,7.0,2918,0,1,1,3
26850.0,10,31,1,13,7,2,9,4,2,1,4,4.0,0,0,0,0,0,0,0,51.0,2,63.0,11.0,2873,1,1,1,4
79800.0,65,1060,21,530,32,0,224,1,5,11,5,3.0,1,0,1,1,0,0,1,67.0,0,1867.0,22.0,3445,0,0,0,1
61794.0,74,264,47,188,54,47,11,2,4,4,10,2.0,0,0,0,0,0,0,0,61.0,1,611.0,20.0,3089,0,1,1,3
53863.0,4,399,4,30,6,4,30,3,7,1,7,7.0,0,1,0,0,0,0,0,67.0,1,473.0,18.0,2844,0,1,1,3
24221.0,94,8,9,9,2,5,22,1,1,1,3,4.0,0,0,0,0,0,0,0,63.0,0,55.0,6.0,3114,0,1,0,2
39684.0,41,19,0,35,6,4,17,2,2,1,2,7.0,0,0,0,0,0,1,1,38.0,1,81.0,7.0,3367,0,0,1,2
92163.0,25,817,183,797,106,163,20,0,5,11,5,2.0,0,0,1,1,0,0,1,47.0,0,2086.0,21.0,3365,0,1,0,2
69882.0,94,292,127,635,132,127,165,1,3,7,9,1.0,0,0,0,0,0,0,0,57.0,0,1478.0,20.0,3062,0,0,0,1
33178.0,9,12,6,2,11,2,16,1,1,0,3,4.0,0,0,0,0,0,0,0,45.0,1,49.0,5.0,2951,0,1,1,3
59973.0,47,130,30,168,20,34,0,1,3,4,7,1.0,0,0,0,0,0,0,0,50.0,0,382.0,15.0,3033,0,1,0,2
17459.0,12,6,4,16,3,10,30,3,3,1,2,7.0,0,0,0,0,0,0,1,47.0,1,69.0,9.0,3084,0,1,1,3
23910.0,80,16,12,18,7,1,13,1,2,0,3,7.0,0,0,0,0,0,0,0,53.0,1,67.0,6.0,3412,0,0,1,2
42169.0,20,19,0,9,0,0,2,2,1,0,3,8.0,0,0,0,0,0,0,0,53.0,2,30.0,6.0,3054,0,1,1,4
26224.0,39,4,7,15,13,9,15,3,2,1,3,6.0,0,0,0,0,0,0,0,44.0,1,63.0,9.0,3250,1,1,1,3
31089.0,57,31,3,31,2,8,4,3,3,0,4,8.0,0,0,0,0,0,0,0,41.0,1,79.0,10.0,3482,0,1,1,3
30081.0,27,36,0,2,0,0,4,1,1,0,3,7.0,0,0,0,0,0,0,0,61.0,1,42.0,5.0,3294,0,0,1,2
62807.0,83,526,28,135,10,21,99,3,5,3,12,5.0,0,0,0,0,0,0,0,62.0,1,819.0,23.0,3468,0,1,1,3
72906.0,79,400,32,519,71,75,54,1,3,4,9,1.0,0,0,0,0,0,0,0,67.0,0,1151.0,17.0,3086,0,0,0,1
61467.0,69,410,16,114,0,5,49,3,5,2,10,5.0,0,0,0,0,0,0,0,74.0,2,594.0,20.0,3456,0,1,1,4
49618.0,77,80,3,26,4,2,14,4,3,1,3,7.0,0,0,0,0,0,0,0,56.0,2,129.0,11.0,3320,0,1,1,4
21888.0,15,88,10,46,2,3,64,4,5,1,2,10.0,0,0,0,0,0,0,1,36.0,1,213.0,12.0,3348,0,0,1,2
42429.0,99,55,0,6,2,0,4,2,1,1,3,5.0,0,0,0,0,0,0,0,49.0,1,67.0,7.0,2675,0,0,1,2
26150.0,61,5,1,13,3,5,1,1,1,0,3,7.0,0,0,0,0,0,0,0,66.0,3,28.0,5.0,3039,0,0,1,4
30801.0,23,8,4,5,15,2,11,2,1,0,3,7.0,0,0,0,0,0,0,0,47.0,1,45.0,6.0,3412,1,1,1,3
81168.0,84,410,0,592,147,22,22,1,6,4,7,3.0,0,0,0,1,0,0,0,57.0,0,1193.0,18.0,2795,0,1,0,2
26877.0,74,101,13,76,20,18,40,2,3,1,6,6.0,0,0,0,0,0,0,0,53.0,0,268.0,12.0,3115,0,0,0,1
45006.0,90,162,25,53,16,0,10,1,3,1,7,3.0,0,0,0,0,0,0,0,78.0,0,266.0,12.0,3147,0,0,0,1
18978.0,41,2,8,1,4,7,15,1,1,0,3,8.0,0,0,0,0,0,0,0,49.0,1,37.0,5.0,3395,1,1,1,3
22574.0,28,25,0,8,2,0,2,2,2,0,3,7.0,0,0,0,0,0,0,0,55.0,3,37.0,7.0,3045,0,1,1,5
48240.0,73,389,91,248,64,49,41,3,6,3,13,5.0,0,0,0,0,0,0,1,53.0,0,882.0,25.0,3457,0,0,0,1
45837.0,88,215,13,87,17,17,24,5,6,2,5,7.0,0,0,0,0,0,0,0,48.0,2,373.0,18.0,3139,0,1,1,4
35791.0,94,27,0,5,0,0,3,2,1,0,3,8.0,0,0,0,0,0,0,0,57.0,3,35.0,6.0,3190,0,0,1,4
51381.5,31,85,1,16,2,1,2,0,0,0,1,1.0,0,0,0,0,0,0,0,46.0,2,107.0,1.0,3281,0,1,1,4
54162.0,31,5,6,10,6,5,10,1,1,0,3,4.0,0,0,0,0,0,0,0,44.0,2,42.0,5.0,3269,0,0,1,3
30522.0,6,179,8,83,19,11,26,5,1,2,9,2.0,0,0,0,0,0,0,0,62.0,1,326.0,17.0,3482,0,1,1,3
54456.0,23,352,0,27,10,0,15,3,6,1,7,6.0,0,0,0,0,0,0,0,61.0,1,404.0,17.0,3035,0,1,1,3
31632.0,92,17,8,12,11,15,32,1,2,1,2,7.0,0,0,0,0,0,0,0,51.0,0,95.0,6.0,3151,0,0,0,1
72298.0,52,625,35,169,58,17,35,1,4,3,6,1.0,0,1,1,0,0,0,0,73.0,0,939.0,14.0,2705,0,0,0,1
36975.0,50,10,6,11,0,4,2,1,1,0,3,7.0,0,0,0,0,0,0,0,44.0,1,33.0,5.0,2984,1,0,1,2
72635.0,54,390,22,323,104,35,107,1,6,8,6,3.0,0,0,0,1,0,0,0,67.0,0,981.0,21.0,3281,1,1,0,2
13624.0,93,10,2,15,2,1,6,2,2,0,3,6.0,0,0,0,0,0,0,0,46.0,1,36.0,7.0,3326,0,1,1,3
84196.0,56,215,63,507,231,31,190,1,8,4,7,3.0,0,0,0,0,0,0,0,47.0,1,1237.0,20.0,3281,0,0,1,2
70971.0,28,1001,17,572,93,125,17,7,11,11,5,7.0,0,0,0,0,0,0,1,62.0,1,1825.0,34.0,3447,0,1,1,3
34487.0,94,19,18,33,24,1,8,3,3,0,3,9.0,0,0,0,0,0,0,0,45.0,2,103.0,9.0,3551,0,0,1,3
28769.0,76,41,5,129,10,3,3,3,4,1,4,9.0,0,0,0,0,0,0,0,45.0,1,191.0,12.0,3359,0,0,1,2
69084.0,43,1181,107,199,39,30,30,2,7,3,13,8.0,0,0,0,0,0,0,0,52.0,1,1586.0,25.0,3023,0,1,1,3
65488.0,46,603,45,207,36,18,54,1,3,4,6,1.0,0,0,0,0,0,0,0,64.0,0,963.0,14.0,2817,0,1,0,2
62466.0,13,129,129,259,168,121,83,5,6,3,12,4.0,0,0,0,0,0,0,0,52.0,1,889.0,26.0,2966,1,1,1,3
32218.0,27,10,24,15,13,1,30,1,2,1,3,7.0,1,0,0,0,0,0,1,62.0,0,93.0,7.0,2935,1,0,0,1
83917.0,12,514,22,732,42,198,79,1,6,7,7,3.0,0,0,0,0,0,0,1,49.0,0,1587.0,21.0,3238,0,0,0,1
46102.0,3,14,0,1,0,0,1,1,1,0,2,7.0,0,0,0,0,0,0,0,60.0,3,16.0,4.0,2705,0,0,1,4
84574.0,72,387,20,713,38,54,163,1,9,11,11,5.0,0,0,0,0,0,0,0,70.0,0,1375.0,32.0,3250,0,0,0,1
56181.0,6,121,103,69,8,44,48,1,4,2,7,4.0,0,0,0,0,0,0,0,60.0,1,393.0,14.0,3133,0,1,1,3
63120.0,53,965,69,279,54,41,69,5,8,4,9,7.0,0,0,0,0,0,0,1,72.0,1,1477.0,26.0,3440,0,0,1,2
73691.0,58,707,21,250,85,43,73,2,6,2,8,2.0,1,0,0,0,0,0,0,51.0,1,1179.0,18.0,3184,0,1,1,3
63381.0,78,571,50,142,33,50,159,4,4,5,13,2.0,0,0,0,0,0,0,0,62.0,1,1005.0,26.0,3581,0,1,1,3
76140.0,57,586,66,653,17,0,26,1,5,9,6,2.0,0,0,0,0,0,0,0,74.0,0,1348.0,21.0,2848,0,1,0,2
62859.0,37,1063,89,102,16,12,25,4,9,4,6,6.0,0,0,0,0,0,0,0,63.0,1,1307.0,23.0,3347,0,0,1,2
45906.0,20,305,3,27,4,3,144,2,5,4,4,5.0,1,0,0,0,0,0,0,58.0,1,486.0,15.0,3160,0,0,1,2
77632.0,73,1200,105,758,0,42,147,1,4,2,6,2.0,0,1,1,0,0,0,1,75.0,0,2252.0,13.0,3070,0,1,0,2
46463.0,56,163,2,40,8,11,11,7,3,1,6,6.0,0,0,0,0,0,0,0,51.0,2,235.0,17.0,3116,0,1,1,4
105471.0,36,1009,181,104,202,21,207,0,9,8,13,3.0,0,0,1,1,0,0,1,52.0,0,1724.0,30.0,3325,0,1,0,2
55282.0,9,125,6,73,8,4,19,1,3,1,6,4.0,0,0,0,0,0,0,0,52.0,1,235.0,11.0,2999,0,0,1,2
78710.0,42,721,0,152,119,50,50,3,7,6,12,4.0,0,0,0,0,0,0,0,45.0,1,1092.0,28.0,2838,0,1,1,3
66886.0,28,315,4,62,41,31,146,2,7,1,7,5.0,0,0,0,0,0,0,0,64.0,1,599.0,17.0,3087,0,1,1,3
98777.0,23,1000,19,711,125,115,38,0,4,6,9,1.0,0,1,0,0,0,0,0,62.0,0,2008.0,19.0,2933,0,0,0,1
29103.0,38,16,0,17,6,3,6,2,1,0,3,9.0,0,0,0,0,0,0,0,37.0,1,48.0,6.0,3472,0,1,1,3
67445.0,63,757,80,217,29,80,11,5,9,6,12,6.0,0,0,0,0,0,0,0,48.0,1,1174.0,32.0,3369,0,1,1,3
50616.0,71,30,2,25,0,1,9,1,1,1,4,2.0,0,0,0,0,0,0,0,72.0,1,67.0,7.0,2878,0,1,1,3
49431.0,9,219,3,100,26,0,17,2,7,1,5,8.0,0,0,0,0,0,0,0,67.0,1,365.0,15.0,3644,0,0,1,2
51381.5,81,1,1,1,1,1,1,0,0,0,0,0.0,0,0,0,0,0,0,0,47.0,0,6.0,0.0,2798,0,0,0,1
61278.0,87,111,3,28,2,6,15,2,3,1,4,6.0,0,0,0,0,0,0,0,69.0,1,165.0,10.0,2890,0,1,1,3
26490.0,92,45,47,52,21,20,25,2,3,1,5,6.0,0,0,0,0,0,0,0,64.0,0,210.0,11.0,3446,1,1,0,2
73059.0,36,410,112,420,0,82,71,1,9,3,13,4.0,0,0,0,0,0,0,0,75.0,1,1095.0,26.0,3103,0,1,1,3
46734.0,86,100,1,39,6,1,76,4,3,2,3,6.0,1,0,0,0,0,0,0,56.0,3,223.0,12.0,3052,0,0,1,4
56253.0,83,509,0,65,7,11,5,4,7,2,9,6.0,0,0,0,0,0,0,0,59.0,1,597.0,22.0,3518,0,1,1,3
19986.0,74,3,6,5,0,2,6,1,0,0,3,7.0,0,0,0,0,0,0,0,37.0,1,22.0,4.0,3028,0,1,1,3
58330.0,87,445,53,213,104,98,151,1,6,4,13,4.0,0,0,0,0,0,0,0,47.0,1,1064.0,24.0,2987,0,0,1,2
25965.0,29,2,2,11,41,7,11,1,2,0,3,8.0,0,0,0,0,0,0,0,42.0,0,74.0,6.0,3521,1,1,0,2
14661.0,88,4,1,11,6,2,2,1,1,0,3,6.0,0,0,0,0,0,0,0,66.0,0,26.0,5.0,3345,0,1,0,2
18690.0,77,6,1,7,23,4,19,1,1,1,2,8.0,0,0,0,0,0,0,0,63.0,0,60.0,5.0,3349,0,1,0,2
45068.0,25,14,0,3,0,0,3,1,1,0,2,7.0,0,0,0,0,0,0,0,48.0,1,20.0,4.0,3210,0,1,1,3
21063.0,34,1,10,11,19,3,15,2,2,0,3,6.0,0,0,0,0,0,0,0,35.0,1,59.0,7.0,3078,1,0,1,2
29187.0,43,26,0,6,0,0,2,1,1,0,3,8.0,0,0,0,0,0,0,0,54.0,1,34.0,5.0,3098,0,1,1,3
54690.0,76,111,16,37,7,9,18,3,3,1,5,3.0,0,0,0,0,0,0,0,51.0,2,198.0,12.0,3154,1,1,1,4
59304.0,81,418,61,428,80,51,10,3,7,8,10,5.0,0,0,0,0,0,0,0,58.0,1,1048.0,28.0,3136,0,1,1,3
59247.0,87,327,9,122,19,14,83,5,5,2,9,6.0,0,0,0,0,0,0,0,60.0,2,574.0,21.0,3123,0,0,1,3
66731.0,33,371,159,194,58,106,141,4,4,3,6,3.0,0,0,0,0,0,0,0,52.0,1,1029.0,17.0,3368,0,0,1,2
77353.0,38,275,59,107,69,101,59,2,6,4,8,4.0,0,0,0,0,0,0,0,42.0,1,670.0,20.0,2996,0,1,1,3
52614.0,63,789,0,142,12,9,38,2,2,4,8,8.0,0,0,0,0,0,0,0,47.0,1,990.0,16.0,3700,0,0,1,2
26751.0,26,1,1,5,0,3,1,1,1,0,2,8.0,0,0,0,0,0,0,0,48.0,2,11.0,4.0,2839,0,1,1,4
81300.0,17,1004,12,145,32,12,36,3,10,3,5,5.0,0,0,0,1,0,0,1,59.0,1,1241.0,21.0,3408,0,1,1,3
70337.0,75,187,81,149,25,43,91,1,2,2,12,1.0,0,0,0,0,0,0,0,43.0,0,576.0,17.0,2949,0,0,0,1
36145.0,13,56,4,76,17,1,18,4,4,1,3,9.0,1,0,0,0,0,0,1,37.0,1,172.0,12.0,3179,1,1,1,3
65295.0,19,365,32,117,34,110,6,1,3,3,13,2.0,0,0,0,0,0,0,0,42.0,0,664.0,20.0,2989,0,0,0,1
68118.0,51,595,23,123,10,23,154,2,8,9,4,6.0,0,0,0,0,0,0,0,59.0,1,928.0,23.0,3055,0,0,1,2
68743.0,81,1132,134,384,175,134,115,1,11,5,13,7.0,0,0,0,0,0,0,0,55.0,0,2074.0,30.0,3469,0,0,0,1
41039.0,32,34,11,137,179,61,45,1,8,1,5,8.0,0,0,0,0,0,0,0,40.0,0,467.0,15.0,3140,1,1,0,2
38946.0,84,116,6,82,6,6,41,2,3,1,6,5.0,0,0,0,0,0,0,0,67.0,1,257.0,12.0,3049,0,1,1,3
65777.0,87,565,32,435,28,32,54,1,2,8,6,1.0,0,0,0,0,0,0,0,55.0,0,1146.0,17.0,2993,0,1,0,2
66476.0,99,372,18,126,47,48,78,2,5,2,11,4.0,0,0,0,0,0,0,0,46.0,1,689.0,20.0,3162,0,0,1,2
86857.0,96,899,102,838,133,102,40,1,5,6,10,2.0,0,0,0,0,0,0,1,50.0,0,2114.0,22.0,3368,0,0,0,1
51381.5,21,55,16,1622,17,3,4,15,0,28,1,0.0,0,0,0,0,0,0,0,40.0,0,1717.0,15.0,3613,0,1,0,2
77845.0,40,760,40,480,0,40,26,1,3,5,12,1.0,0,0,1,1,0,0,0,33.0,0,1346.0,21.0,2845,0,1,0,2
69476.0,3,260,86,559,63,9,67,1,4,6,4,2.0,0,0,0,0,0,0,0,53.0,0,1044.0,15.0,3073,0,1,0,2
50611.0,98,459,0,24,6,0,4,6,4,5,7,6.0,0,1,0,0,0,0,1,62.0,1,493.0,22.0,3611,0,0,1,2
61209.0,73,466,0,224,119,49,99,1,5,3,4,2.0,0,0,0,0,0,0,0,52.0,0,957.0,13.0,3109,0,0,0,1
42315.0,90,67,15,80,17,11,80,3,1,4,4,3.0,0,0,0,0,0,0,0,64.0,1,270.0,12.0,3005,0,1,1,3
13084.0,29,2,0,7,3,7,10,1,1,0,3,6.0,0,0,0,0,0,0,0,70.0,0,29.0,5.0,3304,1,1,0,2
47570.0,3,67,1,20,0,2,31,3,2,2,2,7.0,0,0,0,0,0,0,1,73.0,2,121.0,9.0,3197,0,0,1,3
61923.0,94,92,4,18,3,3,6,1,2,1,4,3.0,0,0,0,0,0,0,0,61.0,2,126.0,8.0,3139,0,1,1,4
34824.0,65,4,2,11,2,0,4,1,1,0,2,6.0,0,0,0,0,0,0,0,27.0,0,23.0,4.0,2896,0,0,0,1
26518.0,33,20,1,28,3,3,2,3,2,0,3,8.0,0,0,0,0,0,0,1,73.0,2,57.0,8.0,3130,0,0,1,3
45938.0,46,273,11,178,62,83,29,2,8,4,6,6.0,0,0,0,0,0,0,0,61.0,0,636.0,20.0,3276,0,0,0,1
78468.0,29,434,22,388,104,22,34,1,10,7,10,4.0,0,0,0,1,0,0,0,62.0,0,1004.0,28.0,2734,0,1,0,2
78901.0,99,321,11,309,33,26,34,3,9,3,5,4.0,0,0,0,0,0,0,0,49.0,1,734.0,20.0,3086,0,0,1,2
71427.0,26,212,123,177,15,64,23,2,8,2,8,4.0,0,0,0,0,0,0,0,44.0,2,614.0,20.0,2644,0,1,1,4
71022.0,30,909,12,278,0,12,242,3,5,2,11,8.0,1,0,0,0,0,0,0,44.0,1,1453.0,21.0,2675,0,0,1,2
90247.0,27,1184,32,352,21,16,16,1,3,4,7,1.0,0,1,1,1,0,0,1,34.0,0,1621.0,15.0,2862,0,0,0,1
41335.0,24,112,19,21,16,14,5,3,4,1,4,7.0,0,0,0,0,0,0,0,54.0,1,187.0,12.0,2986,0,0,1,2
71952.0,93,656,80,455,52,107,93,2,8,4,8,4.0,1,0,1,0,0,0,0,36.0,1,1443.0,22.0,3072,0,1,1,3
35682.0,34,23,0,8,6,2,18,1,1,1,3,2.0,0,0,0,0,0,0,0,52.0,1,57.0,6.0,2803,0,0,1,2
43185.0,88,537,6,42,16,6,30,2,9,3,6,8.0,0,0,0,0,0,0,0,71.0,1,637.0,20.0,3069,0,0,1,2
66375.0,96,712,0,45,0,0,191,3,2,4,5,7.0,1,0,0,0,0,0,0,74.0,1,948.0,14.0,3021,0,1,1,3
35178.0,10,23,1,13,2,2,18,1,1,1,2,7.0,1,0,0,0,0,0,1,51.0,1,59.0,5.0,3072,0,1,1,3
25252.0,26,1,3,4,2,2,6,1,1,0,2,8.0,0,0,0,0,0,0,0,36.0,1,18.0,4.0,3005,0,1,1,3
55250.0,49,664,58,83,32,0,66,4,7,5,10,5.0,0,0,0,0,0,0,0,57.0,1,903.0,26.0,3417,0,0,1,2
33249.0,11,6,10,21,19,14,42,2,2,1,3,6.0,0,0,0,0,0,0,0,47.0,1,112.0,8.0,3295,0,0,1,2
58398.0,44,299,5,201,21,21,49,3,5,4,8,4.0,0,0,0,0,0,0,0,69.0,0,596.0,20.0,3212,0,1,0,2
50272.0,75,99,13,66,43,8,4,3,4,1,5,7.0,0,0,0,0,0,0,0,40.0,1,233.0,13.0,3157,0,1,1,3
76618.0,64,749,40,294,121,160,147,1,3,2,5,1.0,0,0,0,0,0,0,0,47.0,0,1511.0,11.0,3518,0,1,0,2
87305.0,19,345,25,501,63,138,80,1,5,3,8,2.0,0,0,1,0,0,0,1,62.0,0,1152.0,17.0,3445,1,0,0,1
25851.0,45,9,4,18,7,5,5,2,2,0,3,7.0,0,0,0,0,0,0,0,44.0,1,48.0,7.0,3040,0,1,1,3
58710.0,77,440,81,368,0,122,174,6,11,5,9,6.0,0,0,0,0,0,0,0,52.0,1,1185.0,31.0,3256,0,0,1,2
45160.0,9,8,2,5,3,0,3,1,1,0,2,7.0,0,0,0,0,0,0,0,64.0,2,21.0,4.0,2893,0,0,1,3
74806.0,1,670,9,249,0,28,9,2,5,4,5,4.0,0,0,0,0,0,0,0,57.0,1,965.0,16.0,3358,0,1,1,3
59111.0,90,524,0,134,28,28,155,1,11,1,8,7.0,0,0,0,0,0,0,0,68.0,0,869.0,21.0,3310,0,1,0,2
18988.0,43,6,0,6,2,1,1,2,1,0,3,7.0,0,0,0,0,0,0,0,38.0,1,16.0,6.0,2838,0,1,1,3
72190.0,79,597,166,597,172,166,249,1,5,6,4,3.0,0,0,0,0,0,0,0,57.0,0,1947.0,16.0,3302,0,1,0,2
7500.0,19,7,0,12,13,7,32,5,4,1,2,9.0,1,0,0,0,0,0,1,46.0,1,71.0,12.0,3704,0,1,1,3
44794.0,99,54,0,7,0,0,4,1,2,0,3,6.0,0,0,0,0,0,0,0,56.0,1,65.0,6.0,2763,0,1,1,3
80395.0,62,445,25,706,80,76,48,1,6,5,12,2.0,0,0,0,1,0,0,0,67.0,0,1380.0,24.0,3019,0,1,0,2
75012.0,41,294,142,218,164,58,151,1,3,8,11,1.0,0,0,0,0,0,0,0,46.0,0,1027.0,23.0,2956,0,0,0,1
56962.0,60,292,3,77,10,3,26,7,6,3,5,7.0,0,0,0,0,0,0,0,57.0,3,411.0,21.0,3032,0,1,1,5
89891.0,17,412,22,132,59,28,183,1,11,6,8,4.0,0,0,1,0,0,0,0,31.0,0,836.0,26.0,3241,0,1,0,2
35946.0,24,8,0,3,0,0,0,1,0,0,3,5.0,0,0,0,0,0,0,0,73.0,2,11.0,4.0,3076,0,0,1,3
53593.0,60,349,4,78,6,0,43,8,7,2,6,8.0,0,0,0,0,0,0,0,69.0,2,480.0,23.0,3522,0,1,1,4
66373.0,57,328,9,124,12,24,109,7,4,2,10,3.0,0,0,0,0,0,0,0,44.0,2,606.0,23.0,3006,0,1,1,4
45072.0,74,144,2,99,7,2,30,5,6,1,4,8.0,0,0,0,0,0,0,0,74.0,3,284.0,16.0,3057,0,0,1,4
89694.0,22,1126,28,211,37,28,42,3,4,3,4,5.0,0,1,1,1,0,0,0,49.0,2,1472.0,14.0,3093,0,0,1,3
72025.0,46,967,0,617,43,50,0,1,4,8,13,2.0,0,1,1,1,0,0,1,73.0,0,1677.0,26.0,2862,0,1,0,2
67432.0,69,432,79,341,177,136,170,2,8,5,4,4.0,0,0,0,0,0,0,0,49.0,1,1335.0,19.0,3258,0,1,1,3
70545.0,29,138,39,63,55,18,21,1,4,1,7,2.0,0,0,0,0,0,0,0,70.0,1,334.0,13.0,2916,0,1,1,3
17487.0,37,0,0,1,7,4,6,1,1,0,2,7.0,0,0,0,0,0,0,0,33.0,1,18.0,4.0,3269,1,1,1,3
62882.0,26,509,133,497,78,24,97,2,7,5,6,4.0,0,0,0,0,0,0,0,53.0,1,1338.0,20.0,3460,0,1,1,3
64108.0,8,948,10,86,13,21,21,4,6,9,11,5.0,0,0,0,0,0,0,0,69.0,1,1099.0,30.0,3264,0,0,1,2
34941.0,26,39,2,25,4,3,24,2,3,0,3,8.0,0,0,0,0,0,0,0,66.0,2,97.0,8.0,3192,0,1,1,4
48767.0,79,28,1,21,3,0,10,3,2,1,3,5.0,0,0,0,0,0,0,0,72.0,3,63.0,9.0,2980,0,0,1,4
38702.0,71,13,11,24,13,8,40,2,3,0,4,6.0,0,0,0,0,0,0,0,44.0,1,109.0,9.0,3338,1,1,1,3
82224.0,83,307,26,360,138,31,40,1,6,9,5,3.0,0,0,0,1,0,0,0,58.0,0,902.0,21.0,2956,0,1,0,2
83844.0,57,901,31,345,75,31,191,1,4,4,11,1.0,0,0,1,0,0,0,0,70.0,0,1574.0,20.0,3007,0,1,0,2
17003.0,37,2,5,12,4,8,7,3,2,0,4,5.0,0,0,0,0,0,0,0,47.0,1,38.0,9.0,3091,1,1,1,3
71163.0,30,283,17,372,138,106,44,1,3,8,12,1.0,0,0,0,0,0,0,0,27.0,0,960.0,24.0,2735,0,0,0,1
33697.0,34,4,3,7,0,3,11,1,1,0,2,7.0,1,0,0,0,0,0,0,52.0,1,28.0,4.0,3088,0,0,1,2
63564.0,0,769,80,252,15,34,65,1,10,10,7,6.0,1,0,0,0,0,0,1,68.0,0,1215.0,28.0,2952,1,1,0,2
83443.0,89,518,42,742,55,56,84,1,6,10,5,2.0,0,0,0,0,0,0,0,50.0,0,1497.0,22.0,2981,0,1,0,2
51518.0,92,350,8,66,17,4,4,2,3,2,10,3.0,0,0,0,0,0,0,0,64.0,1,449.0,17.0,3277,0,1,1,3
58330.0,87,445,53,213,104,98,151,1,6,4,13,4.0,0,0,0,0,0,0,0,47.0,1,1064.0,24.0,2987,0,0,1,2
80952.0,20,778,178,689,41,27,44,1,8,5,11,8.0,0,1,1,1,0,0,1,53.0,0,1757.0,25.0,3287,0,1,0,2
75507.0,56,709,93,374,104,80,80,1,8,6,6,3.0,0,0,0,0,0,0,0,43.0,0,1440.0,21.0,2945,0,1,0,2
63855.0,28,359,35,314,93,116,89,1,7,3,13,4.0,0,0,0,0,0,0,0,44.0,0,1006.0,24.0,3101,1,1,0,2
62220.0,55,799,12,375,16,12,12,5,7,6,5,6.0,0,0,0,0,0,0,1,50.0,1,1226.0,23.0,3399,0,1,1,3
58512.0,25,895,10,101,13,0,152,5,3,4,8,8.0,0,0,0,0,0,0,0,58.0,1,1171.0,20.0,3084,0,1,1,3
40662.0,0,40,2,23,0,4,23,2,2,1,3,4.0,0,0,0,0,0,0,0,43.0,1,92.0,8.0,3272,0,1,1,3
38829.0,86,76,0,7,0,0,16,1,3,2,2,5.0,0,0,0,0,0,0,0,63.0,1,99.0,8.0,2826,0,1,1,3
